NR.,CODICE UNIONE,REGIONE,PROVINCIA,DESCRIZIONE UNIONE DI COMUNI,DATA COSTITUZIONE,NR. COMUNI,COMUNI,POP. UOMINI,POP. DONNE,POP. TOTALE
2,4180226040,CALABRIA,CATANZARO,MONTE CONTESSA,1-Gen-2014,5,CURINGA,3279,3429,6708
3,4180226040,CALABRIA,CATANZARO,MONTE CONTESSA,1-Gen-2014,5,JACURSO,270,353,623
4,4180226040,CALABRIA,CATANZARO,MONTE CONTESSA,1-Gen-2014,5,MAIDA,2166,2291,4457
5,4180226040,CALABRIA,CATANZARO,MONTE CONTESSA,1-Gen-2014,5,SAN PIETRO A MAIDA,2153,2145,4298
1,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,CONFLENTI,691,746,1437
2,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,FALERNA,1855,1946,3801
3,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,GIZZERIA,2335,2187,4522
4,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,MARTIRANO LOMBARDO,574,593,1167
5,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,MOTTA SANTA LUCIA,432,439,871
6,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,NOCERA TERINESE,2290,2435,4725
7,4180226050,CALABRIA,CATANZARO,MONTI MA.RE. DA TEMESA A TERINA,11-Dic-2014,7,SAN MANGO D'AQUINO,803,836,1639
1,4180226010,CALABRIA,CATANZARO,PRE SILA CATANZARESE,1-Gen-2002,3,FOSSATO SERRALTA,313,301,614
2,4180226010,CALABRIA,CATANZARO,PRE SILA CATANZARESE,1-Gen-2002,3,GIMIGLIANO,1666,1755,3421
3,4180226010,CALABRIA,CATANZARO,PRE SILA CATANZARESE,1-Gen-2002,3,PENTONE,1072,1143,2215
1,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,BADOLATO,1518,1665,3183
2,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,CARDINALE,1116,1218,2334
3,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,DAVOLI,2652,2755,5407
4,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,GUARDAVALLE,2308,2444,4752
5,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,ISCA SULLO IONIO,780,834,1614
6,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,SAN SOSTENE,617,694,1311
7,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,SAN VITO SULLO IONIO,856,974,1830
8,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,SANT'ANDREA APOSTOLO DELLO IONIO,1002,1070,2072
9,4180226030,CALABRIA,CATANZARO,UNIONE DEI COMUNI DEL VERSANTE IONICO,1-Gen-2009,9,SATRIANO,1613,1701,3314
1,4180226060,CALABRIA,CATANZARO,UNIONE DEI COMUNI DELL'ISTMO,6-Apr-2016,3,AMATO,392,445,837
2,4180226060,CALABRIA,CATANZARO,UNIONE DEI COMUNI DELL'ISTMO,6-Apr-2016,3,MARCELLINARA,1091,1162,2253
3,4180226060,CALABRIA,CATANZARO,UNIONE DEI COMUNI DELL'ISTMO,6-Apr-2016,3,MIGLIERINA,364,435,799
1,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,ALBIDONA,728,735,1463
2,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,ALESSANDRIA DEL CARRETTO,274,256,530
3,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,CANNA,375,410,785
4,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,CASTROREGIO,170,175,345
5,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,MONTEGIORDANO,962,1026,1988
6,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,NOCARA,214,208,422
7,4180256101,CALABRIA,COSENZA,AREE INTERNE ALTO JONIO,11-Nov-2023,7,ORIOLO,1128,1258,2386
1,4180256070,CALABRIA,COSENZA,"BRETTIA UNIONE DEI COMUNI MONTI, MARE E TERME",1-Gen-2005,2,ACQUAPPESA,925,985,1910
2,4180256070,CALABRIA,COSENZA,"BRETTIA UNIONE DEI COMUNI MONTI, MARE E TERME",1-Gen-2005,2,CETRARO,5026,5234,10260
1,4180256110,CALABRIA,COSENZA,CO.RO. PNRR,28-Nov-2023,3,CORIGLIANO-ROSSANO,36816,38032,74848
2,4180256110,CALABRIA,COSENZA,CO.RO. PNRR,28-Nov-2023,3,CROPALATI,557,540,1097
3,4180256110,CALABRIA,COSENZA,CO.RO. PNRR,28-Nov-2023,3,PALUDI,557,577,1134
1,4180256100,CALABRIA,COSENZA,MARANO,1-Gen-2012,2,MARANO MARCHESATO,1710,1764,3474
2,4180256100,CALABRIA,COSENZA,MARANO,1-Gen-2012,2,MARANO PRINCIPATO,1545,1574,3119
1,4180256020,CALABRIA,COSENZA,SOLEO,1-Gen-2003,4,BELVEDERE MARITTIMO,4341,4779,9120
2,4180256020,CALABRIA,COSENZA,SOLEO,1-Gen-2003,4,BONIFATI,1392,1520,2912
3,4180256020,CALABRIA,COSENZA,SOLEO,1-Gen-2003,4,SANGINETO,672,665,1337
4,4180256020,CALABRIA,COSENZA,SOLEO,1-Gen-2003,4,SANT'AGATA DI ESARO,984,1006,1990
1,4180256090,CALABRIA,COSENZA,UNIONE DEI COMUNI DELL'ALTO IONIO - LA VIA DEL MARE,1-Gen-2009,4,AMENDOLARA,1480,1521,3001
2,4180256090,CALABRIA,COSENZA,UNIONE DEI COMUNI DELL'ALTO IONIO - LA VIA DEL MARE,1-Gen-2009,4,ROCCA IMPERIALE,1628,1664,3292
3,4180256090,CALABRIA,COSENZA,UNIONE DEI COMUNI DELL'ALTO IONIO - LA VIA DEL MARE,1-Gen-2009,4,TREBISACCE,4231,4503,8734
4,4180256090,CALABRIA,COSENZA,UNIONE DEI COMUNI DELL'ALTO IONIO - LA VIA DEL MARE,1-Gen-2009,4,VILLAPIANA,2553,2628,5181
1,4180676010,CALABRIA,REGGIO CALABRIA,UNIONE DEI COMUNI DELLA VALLE DEL TORBIDO,7-Dic-2014,6,GIOIOSA IONICA,3431,3583,7014
2,4180676010,CALABRIA,REGGIO CALABRIA,UNIONE DEI COMUNI DELLA VALLE DEL TORBIDO,7-Dic-2014,6,GROTTERIA,1612,1662,3274
3,4180676010,CALABRIA,REGGIO CALABRIA,UNIONE DEI COMUNI DELLA VALLE DEL TORBIDO,7-Dic-2014,6,MAMMOLA,1413,1558,2971
4,4180676010,CALABRIA,REGGIO CALABRIA,UNIONE DEI COMUNI DELLA VALLE DEL TORBIDO,7-Dic-2014,6,MARINA DI GIOIOSA IONICA,3213,3302,6515
5,4180676010,CALABRIA,REGGIO CALABRIA,UNIONE DEI COMUNI DELLA VALLE DEL TORBIDO,7-Dic-2014,6,MARTONE,274,280,554
6,4180676010,CALABRIA,REGGIO CALABRIA,UNIONE DEI COMUNI DELLA VALLE DEL TORBIDO,7-Dic-2014,6,SAN GIOVANNI DI GERACE,250,287,537
1,4150086010,CAMPANIA,AVELLINO,ANTICO CLANIS,1-Gen-2004,3,LAURO,1747,1861,3608
2,4150086010,CAMPANIA,AVELLINO,ANTICO CLANIS,1-Gen-2004,3,MARZANO DI NOLA,839,841,1680
3,4150086010,CAMPANIA,AVELLINO,ANTICO CLANIS,1-Gen-2004,3,PAGO DEL VALLO DI LAURO,885,966,1851
1,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,BONITO,1243,1283,2526
2,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,FLUMERI,1487,1558,3045
3,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,FONTANAROSA,1585,1716,3301
4,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,FRIGENTO,1951,2014,3965
5,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,GESUALDO,1773,1830,3603
6,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,GROTTAMINARDA,4062,4235,8297
7,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,MELITO IRPINO,969,967,1936
8,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,STURNO,1524,1615,3139
9,4150086050,CAMPANIA,AVELLINO,TERRE DELL'UFITA,18-Ott-2011,9,VILLANOVA DEL BATTISTA,866,911,1777
1,4150086060,CAMPANIA,AVELLINO,UNIONE DEI COMUNI DEL BAIANESE ALTO CLANIS,9-Lug-2016,6,AVELLA,3823,3965,7788
2,4150086060,CAMPANIA,AVELLINO,UNIONE DEI COMUNI DEL BAIANESE ALTO CLANIS,9-Lug-2016,6,BAIANO,2318,2412,4730
3,4150086060,CAMPANIA,AVELLINO,UNIONE DEI COMUNI DEL BAIANESE ALTO CLANIS,9-Lug-2016,6,MUGNANO DEL CARDINALE,2653,2659,5312
4,4150086060,CAMPANIA,AVELLINO,UNIONE DEI COMUNI DEL BAIANESE ALTO CLANIS,9-Lug-2016,6,QUADRELLE,936,957,1893
5,4150086060,CAMPANIA,AVELLINO,UNIONE DEI COMUNI DEL BAIANESE ALTO CLANIS,9-Lug-2016,6,SIRIGNANO,1444,1434,2878
6,4150086060,CAMPANIA,AVELLINO,UNIONE DEI COMUNI DEL BAIANESE ALTO CLANIS,9-Lug-2016,6,SPERONE,1768,1887,3655
1,4150086020,CAMPANIA,AVELLINO,UNIONE DEI COMUNI MEDIO CALORE,1-Gen-2009,3,PIETRADEFUSI,1120,1255,2375
2,4150086020,CAMPANIA,AVELLINO,UNIONE DEI COMUNI MEDIO CALORE,1-Gen-2009,3,TORRE LE NOCELLE,660,700,1360
3,4150086020,CAMPANIA,AVELLINO,UNIONE DEI COMUNI MEDIO CALORE,1-Gen-2009,3,VENTICANO,1212,1320,2532
1,4150116010,CAMPANIA,BENEVENTO,SANTI SANNITI,1-Gen-2002,3,SAN GIORGIO DEL SANNIO,4694,5115,9809
2,4150116010,CAMPANIA,BENEVENTO,SANTI SANNITI,1-Gen-2002,3,SAN MARTINO SANNITA,632,645,1277
3,4150116010,CAMPANIA,BENEVENTO,SANTI SANNITI,1-Gen-2002,3,SAN NAZZARO,468,446,914
1,4150206010,CAMPANIA,CASERTA,ATELLA,1-Gen-2002,6,CESA,4207,4289,8496
2,4150206010,CAMPANIA,CASERTA,ATELLA,1-Gen-2002,6,FRATTAMINORE,7755,7953,15708
3,4150206010,CAMPANIA,CASERTA,ATELLA,1-Gen-2002,6,GRICIGNANO DI AVERSA,5240,5319,10559
4,4150206010,CAMPANIA,CASERTA,ATELLA,1-Gen-2002,6,ORTA DI ATELLA,12445,12351,24796
5,4150206010,CAMPANIA,CASERTA,ATELLA,1-Gen-2002,6,SANT'ARPINO,6985,7091,14076
6,4150206010,CAMPANIA,CASERTA,ATELLA,1-Gen-2002,6,SUCCIVO,4035,4113,8148
1,4150206040,CAMPANIA,CASERTA,MONTI TREBULANI,1-Gen-2003,3,FORMICOLA,692,812,1504
2,4150206040,CAMPANIA,CASERTA,MONTI TREBULANI,1-Gen-2003,3,LIBERI,539,618,1157
3,4150206040,CAMPANIA,CASERTA,MONTI TREBULANI,1-Gen-2003,3,PONTELATONE,865,893,1758
1,4150206060,CAMPANIA,CASERTA,UNIONE DEI COMUNI AGRO UNITO,1-Gen-2006,3,FRIGNANO,4334,4399,8733
2,4150206060,CAMPANIA,CASERTA,UNIONE DEI COMUNI AGRO UNITO,1-Gen-2006,3,SAN MARCELLINO,6286,6357,12643
3,4150206060,CAMPANIA,CASERTA,UNIONE DEI COMUNI AGRO UNITO,1-Gen-2006,3,VILLA DI BRIANO,3032,3034,6066
1,4150516020,CAMPANIA,NAPOLI,UNIONE DEI COMUNI DI TRECASE - BOSCOREALE - BOSCOTRECASE,1-Gen-2005,3,BOSCOREALE,13407,14050,27457
2,4150516020,CAMPANIA,NAPOLI,UNIONE DEI COMUNI DI TRECASE - BOSCOREALE - BOSCOTRECASE,1-Gen-2005,3,BOSCOTRECASE,5026,5390,10416
3,4150516020,CAMPANIA,NAPOLI,UNIONE DEI COMUNI DI TRECASE - BOSCOREALE - BOSCOTRECASE,1-Gen-2005,3,TRECASE,4501,4617,9118
1,4150726020,CAMPANIA,SALERNO,ALTO CALORE,1-Gen-2003,6,CAMPORA,224,237,461
2,4150726020,CAMPANIA,SALERNO,ALTO CALORE,1-Gen-2003,6,CASTEL SAN LORENZO,1253,1379,2632
3,4150726020,CAMPANIA,SALERNO,ALTO CALORE,1-Gen-2003,6,FELITTO,597,699,1296
4,4150726020,CAMPANIA,SALERNO,ALTO CALORE,1-Gen-2003,6,LAURINO,840,868,1708
5,4150726020,CAMPANIA,SALERNO,ALTO CALORE,1-Gen-2003,6,SACCO,273,286,559
6,4150726020,CAMPANIA,SALERNO,ALTO CALORE,1-Gen-2003,6,VALLE DELL'ANGELO,129,151,280
1,4150726050,CAMPANIA,SALERNO,DELL'IRNO,1-Gen-2009,4,BARONISSI,8242,8548,16790
2,4150726050,CAMPANIA,SALERNO,DELL'IRNO,1-Gen-2009,4,FISCIANO,6793,6884,13677
3,4150726050,CAMPANIA,SALERNO,DELL'IRNO,1-Gen-2009,4,MERCATO SAN SEVERINO,10779,11257,22036
4,4150726050,CAMPANIA,SALERNO,DELL'IRNO,1-Gen-2009,4,PELLEZZANO,5169,5411,10580
1,4150726010,CAMPANIA,SALERNO,"SANT'ARSENIO, SAN RUFO, SAN PIETRO AL TANAGRO",1-Gen-2002,3,SAN PIETRO AL TANAGRO,837,900,1737
2,4150726010,CAMPANIA,SALERNO,"SANT'ARSENIO, SAN RUFO, SAN PIETRO AL TANAGRO",1-Gen-2002,3,SAN RUFO,838,891,1729
3,4150726010,CAMPANIA,SALERNO,"SANT'ARSENIO, SAN RUFO, SAN PIETRO AL TANAGRO",1-Gen-2002,3,SANT'ARSENIO,1322,1425,2747
1,4150726040,CAMPANIA,SALERNO,UNIONE DEI COMUNI ALTO CILENTO,1-Gen-2004,5,LAUREANA CILENTO,563,588,1151
2,4150726040,CAMPANIA,SALERNO,UNIONE DEI COMUNI ALTO CILENTO,1-Gen-2004,5,LUSTRA,546,554,1100
3,4150726040,CAMPANIA,SALERNO,UNIONE DEI COMUNI ALTO CILENTO,1-Gen-2004,5,PRIGNANO CILENTO,494,503,997
4,4150726040,CAMPANIA,SALERNO,UNIONE DEI COMUNI ALTO CILENTO,1-Gen-2004,5,RUTINO,443,446,889
5,4150726040,CAMPANIA,SALERNO,UNIONE DEI COMUNI ALTO CILENTO,1-Gen-2004,5,TORCHIARA,867,936,1803
1,4150726070,CAMPANIA,SALERNO,UNIONE DEI COMUNI VELINI,3-Ott-2011,3,CASAL VELINO,2417,2521,4938
2,4150726070,CAMPANIA,SALERNO,UNIONE DEI COMUNI VELINI,3-Ott-2011,3,POLLICA,1132,1261,2393
3,4150726070,CAMPANIA,SALERNO,UNIONE DEI COMUNI VELINI,3-Ott-2011,3,SAN MAURO CILENTO,500,485,985
1,4150726080,CAMPANIA,SALERNO,UNIONE TERRE DELL'AGRO,20-Apr-2013,3,CORBARA,1240,1281,2521
2,4150726080,CAMPANIA,SALERNO,UNIONE TERRE DELL'AGRO,20-Apr-2013,3,SAN MARZANO SUL SARNO,5030,5195,10225
3,4150726080,CAMPANIA,SALERNO,UNIONE TERRE DELL'AGRO,20-Apr-2013,3,SANT'EGIDIO DEL MONTE ALBINO,4286,4429,8715
1,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,CASTELNUOVO CILENTO,1260,1338,2598
2,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,GIOI,618,721,1339
3,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,MOIO DELLA CIVITELLA,899,957,1856
4,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,OMIGNANO,785,794,1579
5,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,ORRIA,564,597,1161
6,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,PERITO,501,506,1007
7,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,SALENTO,984,1021,2005
8,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,SESSA CILENTO,653,713,1366
9,4150726060,CAMPANIA,SALERNO,VALLE DELL'ALENTO,1-Gen-2011,9,STELLA CILENTO,378,396,774
1,4150726030,CAMPANIA,SALERNO,VALLE DELL'ORCO,1-Gen-2003,4,BRACIGLIANO,2709,2730,5439
2,4150726030,CAMPANIA,SALERNO,VALLE DELL'ORCO,1-Gen-2003,4,CALVANICO,780,790,1570
3,4150726030,CAMPANIA,SALERNO,VALLE DELL'ORCO,1-Gen-2003,4,CASTEL SAN GIORGIO,6573,6838,13411
4,4150726030,CAMPANIA,SALERNO,VALLE DELL'ORCO,1-Gen-2003,4,SIANO,4951,5123,10074
1,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,CAMUGNANO,994,1006,2000
2,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,CASTEL D'AIANO,988,963,1951
3,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,CASTEL DI CASIO,1727,1752,3479
4,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,CASTIGLIONE DEI PEPOLI,2903,2967,5870
5,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,GAGGIO MONTANO,2484,2582,5066
6,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,GRIZZANA MORANDI,2044,1938,3982
7,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,LIZZANO IN BELVEDERE,1093,1216,2309
8,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,MARZABOTTO,3286,3398,6684
9,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,MONZUNO,3092,3041,6133
10,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,SAN BENEDETTO VAL DI SAMBRO,2208,2185,4393
11,2080136070,EMILIA-ROMAGNA,BOLOGNA,APPENNINO BOLOGNESE,1-Gen-2014,11,VERGATO,3726,3916,7642
1,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,BORGO TOSSIGNANO,1629,1673,3302
2,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,CASALFIUMANESE,1718,1743,3461
3,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,CASTEL DEL RIO,587,643,1230
4,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,CASTEL GUELFO DI BOLOGNA,2100,2177,4277
5,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,CASTEL SAN PIETRO TERME,9998,10470,20468
6,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,DOZZA,3190,3250,6440
7,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,FONTANELICE,972,955,1927
8,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,IMOLA,32684,35208,67892
9,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,MEDICINA,8068,8458,16526
10,2080136080,EMILIA-ROMAGNA,BOLOGNA,NUOVO CIRCONDARIO IMOLESE,24-Mar-2004,10,MORDANO,2351,2293,4644
1,2080136050,EMILIA-ROMAGNA,BOLOGNA,TERRE DI PIANURA,1-Gen-2011,4,BARICELLA,3304,3459,6763
2,2080136050,EMILIA-ROMAGNA,BOLOGNA,TERRE DI PIANURA,1-Gen-2011,4,GRANAROLO DELL'EMILIA,5241,5525,10766
3,2080136050,EMILIA-ROMAGNA,BOLOGNA,TERRE DI PIANURA,1-Gen-2011,4,MALALBERGO,4308,4463,8771
4,2080136050,EMILIA-ROMAGNA,BOLOGNA,TERRE DI PIANURA,1-Gen-2011,4,MINERBIO,4196,4478,8674
1,2080136020,EMILIA-ROMAGNA,BOLOGNA,UNIONE DEI COMUNI SAVENA-IDICE,1-Gen-2009,5,LOIANO,2227,2207,4434
2,2080136020,EMILIA-ROMAGNA,BOLOGNA,UNIONE DEI COMUNI SAVENA-IDICE,1-Gen-2009,5,MONGHIDORO,1901,1905,3806
3,2080136020,EMILIA-ROMAGNA,BOLOGNA,UNIONE DEI COMUNI SAVENA-IDICE,1-Gen-2009,5,MONTERENZIO,2926,2927,5853
4,2080136020,EMILIA-ROMAGNA,BOLOGNA,UNIONE DEI COMUNI SAVENA-IDICE,1-Gen-2009,5,OZZANO DELL'EMILIA,6301,6569,12870
5,2080136020,EMILIA-ROMAGNA,BOLOGNA,UNIONE DEI COMUNI SAVENA-IDICE,1-Gen-2009,5,PIANORO,8228,8662,16890
1,2080136010,EMILIA-ROMAGNA,BOLOGNA,"UNIONE DEI COMUNI VALLI DEL RENO, LAVINO E SAMOGGIA",1-Gen-2009,5,CASALECCHIO DI RENO,16488,18685,35173
2,2080136010,EMILIA-ROMAGNA,BOLOGNA,"UNIONE DEI COMUNI VALLI DEL RENO, LAVINO E SAMOGGIA",1-Gen-2009,5,MONTE SAN PIETRO,5297,5523,10820
3,2080136010,EMILIA-ROMAGNA,BOLOGNA,"UNIONE DEI COMUNI VALLI DEL RENO, LAVINO E SAMOGGIA",1-Gen-2009,5,SASSO MARCONI,7003,7542,14545
4,2080136010,EMILIA-ROMAGNA,BOLOGNA,"UNIONE DEI COMUNI VALLI DEL RENO, LAVINO E SAMOGGIA",1-Gen-2009,5,VALSAMOGGIA,14494,14933,29427
5,2080136010,EMILIA-ROMAGNA,BOLOGNA,"UNIONE DEI COMUNI VALLI DEL RENO, LAVINO E SAMOGGIA",1-Gen-2009,5,ZOLA PREDOSA,8802,9391,18193
1,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,ARGELATO,4736,4920,9656
2,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,BENTIVOGLIO,2637,2721,5358
3,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,CASTEL MAGGIORE,8430,9077,17507
4,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,CASTELLO D'ARGILE,3243,3215,6458
5,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,GALLIERA,2666,2796,5462
6,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,PIEVE DI CENTO,3378,3517,6895
7,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,SAN GIORGIO DI PIANO,3968,4233,8201
8,2080136040,EMILIA-ROMAGNA,BOLOGNA,UNIONE RENO GALLIERA,1-Gen-2008,8,SAN PIETRO IN CASALE,5803,5933,11736
1,2080136060,EMILIA-ROMAGNA,BOLOGNA,UNIONE TERRE D'ACQUA,16-Lug-2012,6,ANZOLA DELL'EMILIA,5884,5967,11851
2,2080136060,EMILIA-ROMAGNA,BOLOGNA,UNIONE TERRE D'ACQUA,16-Lug-2012,6,CALDERARA DI RENO,6486,6662,13148
3,2080136060,EMILIA-ROMAGNA,BOLOGNA,UNIONE TERRE D'ACQUA,16-Lug-2012,6,CREVALCORE,6592,6935,13527
4,2080136060,EMILIA-ROMAGNA,BOLOGNA,UNIONE TERRE D'ACQUA,16-Lug-2012,6,SALA BOLOGNESE,4124,4121,8245
5,2080136060,EMILIA-ROMAGNA,BOLOGNA,UNIONE TERRE D'ACQUA,16-Lug-2012,6,SAN GIOVANNI IN PERSICETO,13028,13964,26992
6,2080136060,EMILIA-ROMAGNA,BOLOGNA,UNIONE TERRE D'ACQUA,16-Lug-2012,6,SANT'AGATA BOLOGNESE,3552,3588,7140
1,2080296010,EMILIA-ROMAGNA,FERRARA,TERRE E FIUMI,1-Gen-2010,3,COPPARO,8065,8952,17017
2,2080296010,EMILIA-ROMAGNA,FERRARA,TERRE E FIUMI,1-Gen-2010,3,RIVA DEL PO,4100,4408,8508
3,2080296010,EMILIA-ROMAGNA,FERRARA,TERRE E FIUMI,1-Gen-2010,3,TRESIGNANA,3491,3873,7364
1,2080296040,EMILIA-ROMAGNA,FERRARA,UNIONE DEI COMUNI TERRE DEL DELTA,1-Gen-2023,3,CODIGORO,5910,6479,12389
2,2080296040,EMILIA-ROMAGNA,FERRARA,UNIONE DEI COMUNI TERRE DEL DELTA,1-Gen-2023,3,GORO,1899,1996,3895
3,2080296040,EMILIA-ROMAGNA,FERRARA,UNIONE DEI COMUNI TERRE DEL DELTA,1-Gen-2023,3,MESOLA,3496,3644,7140
1,2080296020,EMILIA-ROMAGNA,FERRARA,UNIONE DEI COMUNI VALLI E DELIZIE,3-Apr-2013,3,ARGENTA,10617,11516,22133
2,2080296020,EMILIA-ROMAGNA,FERRARA,UNIONE DEI COMUNI VALLI E DELIZIE,3-Apr-2013,3,OSTELLATO,3134,3319,6453
3,2080296020,EMILIA-ROMAGNA,FERRARA,UNIONE DEI COMUNI VALLI E DELIZIE,3-Apr-2013,3,PORTOMAGGIORE,5820,6365,12185
1,2080326040,EMILIA-ROMAGNA,FORLI'-CESENA,ROMAGNA FORLIVESE,18-Gen-2014,14,BERTINORO,5337,5461,10798
2,2080326040,EMILIA-ROMAGNA,FORLI'-CESENA,ROMAGNA FORLIVESE,18-Gen-2014,14,CASTROCARO TERME E TERRA DEL SOLE,3201,3311,6512
3,2080326040,EMILIA-ROMAGNA,FORLI'-CESENA,ROMAGNA FORLIVESE,18-Gen-2014,14,CIVITELLA DI ROMAGNA,1866,1926,3792
